"","project_files","project_names","file_sizes","file_types","import_counts"
"44","cookbook/c03/p02_accurate_decimal.py","p02_accurate_decimal",693,"Python",3
"45","cookbook/c03/p03_format_number.py","p03_format_number",860,"Python",0
"46","cookbook/c03/p04_bin_octal.py","p04_bin_octal",427,"Python",0
"47","cookbook/c03/p05_int_bytes.py","p05_int_bytes",678,"Python",0
"48","cookbook/c03/p06_complex.py","p06_complex",354,"Python",1
"49","cookbook/c03/p07_inf_nan.py","p07_inf_nan",427,"Python",0
"50","cookbook/c03/p08_fraction.py","p08_fraction",410,"Python",1
"51","cookbook/c03/p09_array_numpy.py","p09_array_numpy",1147,"Python",1
"52","cookbook/c03/p10_matrix_linear.py","p10_matrix_linear",740,"Python",2
"53","cookbook/c03/p11_random_num.py","p11_random_num",1026,"Python",1
"54","cookbook/c03/p12_datatime.py","p12_datatime",1125,"Python",3
"55","cookbook/c03/p13_last_friday.py","p13_last_friday",1485,"Python",3
"56","cookbook/c03/p14_month_range.py","p14_month_range",978,"Python",2
"57","cookbook/c03/p15_str_datetime.py","p15_str_datetime",593,"Python",1
"58","cookbook/c03/p16_timezone.py","p16_timezone",1216,"Python",3
"59","cookbook/c04/__init__.py","__init__",86,"Python",0
"60","cookbook/c04/p01_manual_iterator.py","p01_manual_iterator",559,"Python",0
"61","cookbook/c04/p02_delegate_iter.py","p02_delegate_iter",641,"Python",0
"62","cookbook/c04/p03_generator_pattern.py","p03_generator_pattern",708,"Python",0
"63","cookbook/c04/p04_iterator_protocol.py","p04_iterator_protocol",2287,"Python",0
"64","cookbook/c04/p05_reverse_iterate.py","p05_reverse_iterate",957,"Python",0
"65","cookbook/c04/p06_generator_extrastate.py","p06_generator_extrastate",821,"Python",1
"66","cookbook/c04/p07_iterator_slice.py","p07_iterator_slice",348,"Python",1
"67","cookbook/c04/p08_skip_iterable.py","p08_skip_iterable",544,"Python",2
"68","cookbook/c04/p09_iter_permutation.py","p09_iter_permutation",679,"Python",3
"69","cookbook/c04/p10_iterate_index.py","p10_iterate_index",1291,"Python",1
"70","cookbook/c04/p11_iterate_simultaneous.py","p11_iterate_simultaneous",770,"Python",1
"71","cookbook/c04/p12_iterate_separate.py","p12_iterate_separate",302,"Python",1
"72","cookbook/c04/p13_process_pipline.py","p13_process_pipline",1904,"Python",5
"73","cookbook/c04/p14_flatten_sequence.py","p14_flatten_sequence",628,"Python",1
"74","cookbook/c04/p15_merge_sorted.py","p15_merge_sorted",533,"Python",1
"75","cookbook/c04/p16_iterate_while.py","p16_iterate_while",655,"Python",1
"76","cookbook/c05/__init__.py","__init__",86,"Python",0
"77","cookbook/c05/p01_rw_text.py","p01_rw_text",453,"Python",0
"78","cookbook/c05/p02_print_tofile.py","p02_print_tofile",261,"Python",0
"79","cookbook/c05/p03_print_sepend.py","p03_print_sepend",460,"Python",0
"80","cookbook/c05/p04_rw_binary.py","p04_rw_binary",561,"Python",0
"81","cookbook/c05/p05_write_notexist.py","p05_write_notexist",334,"Python",0
"82","cookbook/c05/p06_string_io.py","p06_string_io",477,"Python",1
"83","cookbook/c05/p07_gzip_bz2.py","p07_gzip_bz2",705,"Python",2
"84","cookbook/c05/p08_iterate_fixedsize.py","p08_iterate_fixedsize",388,"Python",1
"85","cookbook/c05/p09_read_tobuffer.py","p09_read_tobuffer",590,"Python",1
"86","cookbook/c05/p10_memery_mapping.py","p10_memery_mapping",391,"Python",2
"87","cookbook/c05/p11_pathnames.py","p11_pathnames",457,"Python",1
"88","cookbook/c05/p12_file_existence.py","p12_file_existence",638,"Python",2
"89","cookbook/c05/p13_dir_listfile.py","p13_dir_listfile",1278,"Python",4
"90","cookbook/c05/p14_bypass_encode.py","p14_bypass_encode",234,"Python",1
"91","cookbook/c05/p15_print_badfile.py","p15_print_badfile",662,"Python",2
"92","cookbook/c05/p16_change_opencode.py","p16_change_opencode",611,"Python",3
"93","cookbook/c05/p17_bytes_tofile.py","p17_bytes_tofile",244,"Python",1
"94","cookbook/c05/p18_file_descriptor.py","p18_file_descriptor",1335,"Python",3
"95","cookbook/c05/p19_temp_file.py","p19_temp_file",824,"Python",4
"96","cookbook/c05/p20_serial_ports.py","p20_serial_ports",418,"Python",1
"97","cookbook/c05/p21_serialize_object.py","p21_serialize_object",765,"Python",1
"98","cookbook/c06/__init__.py","__init__",86,"Python",0
"99","cookbook/c06/data.json","data",48,"Other",0
"100","cookbook/c06/p01_rw_csv.py","p01_rw_csv",1026,"Python",2
"101","cookbook/c06/p02_rw_json.py","p02_rw_json",1797,"Python",2
"102","cookbook/c06/p03_simple_xml.py","p03_simple_xml",657,"Python",2
"103","cookbook/c06/p04_huge_xml.py","p04_huge_xml",1445,"Python",3
"104","cookbook/c06/p05_dict_toxml.py","p05_dict_toxml",627,"Python",2
"105","cookbook/c06/p06_rw_xml.py","p06_rw_xml",636,"Python",1
"106","cookbook/c06/p07_namespace_xml.py","p07_namespace_xml",653,"Python",0
"107","cookbook/c06/p08_database.py","p08_database",811,"Python",2
"108","cookbook/c06/p09_codec_hex.py","p09_codec_hex",557,"Python",2
"109","cookbook/c06/p10_codec_base64.py","p10_codec_base64",349,"Python",1
"110","cookbook/c06/p11_rw_barray.py","p11_rw_barray",1841,"Python",2
"111","cookbook/c06/p12_var_binary.py","p12_var_binary",1622,"Python",2
"112","cookbook/c06/pred.xml","pred",441,"Other",0
"113","cookbook/c06/stocks.csv","stocks",164,"Other",0
"114","cookbook/c07/__init__.py","__init__",86,"Python",0
"115","cookbook/c07/p02_keyarg_only.py","p02_keyarg_only",470,"Python",0
"116","cookbook/c07/p03_func_annotate.py","p03_func_annotate",195,"Python",0
"117","cookbook/c07/p05_default_argument.py","p05_default_argument",306,"Python",0
"118","cookbook/c07/p06_anony_func.py","p06_anony_func",150,"Python",0
"119","cookbook/c07/p08_partial.py","p08_partial",1446,"Python",4
"120","cookbook/c07/p09_class_to_func.py","p09_class_to_func",933,"Python",1
"121","cookbook/c07/p10_callback.py","p10_callback",1348,"Python",0
"122","cookbook/c07/p11_inline_callback.py","p11_inline_callback",1491,"Python",2
"123","cookbook/c07/p12_closure_access.py","p12_closure_access",1228,"Python",1
"124","cookbook/c08/__init__.py","__init__",86,"Python",0
"125","cookbook/c08/p01_str_represent.py","p01_str_represent",379,"Python",0
"126","cookbook/c08/p02_custom_format.py","p02_custom_format",671,"Python",0
"127","cookbook/c08/p03_context_protocol.py","p03_context_protocol",1784,"Python",3
"128","cookbook/c08/p04_slots.py","p04_slots",294,"Python",0
"129","cookbook/c08/p05_encapsulate_name.py","p05_encapsulate_name",800,"Python",0
"130","cookbook/c08/p06_managed_attribute.py","p06_managed_attribute",1939,"Python",1
"131","cookbook/c08/p07_super_method.py","p07_super_method",1518,"Python",0
"132","cookbook/c08/p08_extend_property.py","p08_extend_property",2047,"Python",0
"133","cookbook/c08/p09_descriptor.py","p09_descriptor",2014,"Python",0
"134","cookbook/c08/p10_lazy_property.py","p10_lazy_property",1161,"Python",1
"135","cookbook/c08/p11_simplify_init.py","p11_simplify_init",3092,"Python",1
"136","cookbook/c08/p12_abstract_interface.py","p12_abstract_interface",785,"Python",1
"137","cookbook/c08/p13_type_system.py","p13_type_system",5373,"Python",0
"138","cookbook/c08/p14_custom_container.py","p14_custom_container",1452,"Python",2
"139","cookbook/c08/p15_delegate_attribute.py","p15_delegate_attribute",3588,"Python",0
"140","cookbook/c08/p16_more_constructor.py","p16_more_constructor",547,"Python",1
"141","cookbook/c08/p17_without_init.py","p17_without_init",783,"Python",1
"142","cookbook/c08/p18_mixin_classes.py","p18_mixin_classes",2481,"Python",1
"143","cookbook/c08/p19_stateful_object.py","p19_stateful_object",3157,"Python",0
"144","cookbook/c08/p20_invoke_bystr.py","p20_invoke_bystr",809,"Python",2
"145","cookbook/c08/p21_vistor_pattern.py","p21_vistor_pattern",2913,"Python",0
"146","cookbook/c08/p22_vistor_norecursiion.py","p22_vistor_norecursiion",2446,"Python",1
"147","cookbook/c08/p23_weakref.py","p23_weakref",1355,"Python",1
"148","cookbook/c08/p24_class_compare.py","p24_class_compare",2041,"Python",1
"149","cookbook/c08/p25_cached_objects.py","p25_cached_objects",2572,"Python",2
"150","cookbook/c09/__init__.py","__init__",86,"Python",0
"151","cookbook/c09/p01_wrap_function.py","p01_wrap_function",597,"Python",2
"152","cookbook/c09/p02_preserve_metadata.py","p02_preserve_metadata",750,"Python",3
"153","cookbook/c09/p03_unwrap_decorator.py","p03_unwrap_decorator",593,"Python",1
"154","cookbook/c09/p04_decorator_argument.py","p04_decorator_argument",956,"Python",2
"155","cookbook/c09/p05_adjust_attribute.py","p05_adjust_attribute",2592,"Python",3
"156","cookbook/c09/p06_optarg_decorator.py","p06_optarg_decorator",881,"Python",2
"157","cookbook/c09/p07_typecheck.py","p07_typecheck",1338,"Python",2
"158","cookbook/c09/p08_inclass_decorator.py","p08_inclass_decorator",1002,"Python",1
"159","cookbook/c09/p09_class_decorator.py","p09_class_decorator",1014,"Python",4
"160","cookbook/c09/p10_static_decorator.py","p10_static_decorator",994,"Python",3
"161","cookbook/c09/p11_add_argument.py","p11_add_argument",1855,"Python",2
"162","cookbook/c09/p12_patch_class.py","p12_patch_class",616,"Python",0
"163","cookbook/c09/p13_instance_create.py","p13_instance_create",1413,"Python",1
"164","cookbook/c09/p14_attribute_order.py","p14_attribute_order",1570,"Python",1
"165","cookbook/c09/p15_meta_optional_arg.py","p15_meta_optional_arg",910,"Python",1
"166","cookbook/c09/p16_enforce_args.py","p16_enforce_args",1572,"Python",2
"167","cookbook/c09/p17_code_convention.py","p17_code_convention",2043,"Python",2
"168","cookbook/c09/p18_define_classes.py","p18_define_classes",1357,"Python",4
"169","cookbook/c09/p19_define_init.py","p19_define_init",771,"Python",1
"170","cookbook/c09/p20_multiple_dispatch.py","p20_multiple_dispatch",4555,"Python",4
"171","cookbook/c09/p21_avoid_repetitive.py","p21_avoid_repetitive",1580,"Python",1
"172","cookbook/c09/p22_context_manager.py","p22_context_manager",880,"Python",3
"173","cookbook/c09/p23_local_side.py","p23_local_side",369,"Python",0
"174","cookbook/c09/p24_analyze_source.py","p24_analyze_source",2584,"Python",3
"175","cookbook/c09/p25_disassemble_bytecode.py","p25_disassemble_bytecode",623,"Python",1
"176","cookbook/c10/__init__.py","__init__",86,"Python",0
"177","cookbook/c10/p02_control_import.py","p02_control_import",243,"Python",0
"178","cookbook/c10/p12_import_patch.py","p12_import_patch",1465,"Python",10
"179","cookbook/c11/p01_.py","p01_",78,"Python",0
"180","cookbook/c11/p02_.py","p02_",78,"Python",0
"181","cookbook/c11/p03_.py","p03_",78,"Python",0
"182","cookbook/c11/p04_.py","p04_",78,"Python",0
"183","cookbook/c11/p05_.py","p05_",78,"Python",0
"184","cookbook/c11/p06_.py","p06_",78,"Python",0
"185","cookbook/c11/p07_.py","p07_",78,"Python",0
"186","cookbook/c11/p08_.py","p08_",78,"Python",0
"187","cookbook/c11/p09_.py","p09_",78,"Python",0
"188","cookbook/c11/p10_.py","p10_",78,"Python",0
"189","cookbook/c11/p11_.py","p11_",78,"Python",0
"190","cookbook/c11/p12_.py","p12_",78,"Python",0
"191","cookbook/c11/p13_.py","p13_",78,"Python",0
"192","cookbook/c12/__init__.py","__init__",0,"Python",0
"193","cookbook/c12/p01_start_stop_thread.py","p01_start_stop_thread",1696,"Python",5
"194","cookbook/c12/p02_.py","p02_",78,"Python",0
"195","cookbook/c12/p03_.py","p03_",78,"Python",0
"196","cookbook/c12/p04_.py","p04_",78,"Python",0
"197","cookbook/c12/p05_.py","p05_",78,"Python",0
"198","cookbook/c12/p06_.py","p06_",78,"Python",0
"199","cookbook/c12/p07_.py","p07_",78,"Python",0
"200","cookbook/c12/p08_.py","p08_",78,"Python",0
"201","cookbook/c12/p09_.py","p09_",78,"Python",0
"202","cookbook/c12/p10_.py","p10_",78,"Python",0
"203","cookbook/c12/p11_.py","p11_",78,"Python",0
"204","cookbook/c12/p12_.py","p12_",78,"Python",0
"205","cookbook/c12/p13_.py","p13_",78,"Python",0
"206","cookbook/c12/p14_.py","p14_",78,"Python",0
"207","cookbook/c13/p01_.py","p01_",78,"Python",0
"208","cookbook/c13/p02_.py","p02_",78,"Python",0
"209","cookbook/c13/p03_.py","p03_",78,"Python",0
"210","cookbook/c13/p04_.py","p04_",78,"Python",0
"211","cookbook/c13/p05_.py","p05_",78,"Python",0
"212","cookbook/c13/p06_.py","p06_",78,"Python",0
"213","cookbook/c13/p07_.py","p07_",78,"Python",0
"214","cookbook/c13/p08_.py","p08_",78,"Python",0
"215","cookbook/c13/p09_.py","p09_",78,"Python",0
"216","cookbook/c13/p10_.py","p10_",78,"Python",0
"217","cookbook/c13/p11_.py","p11_",78,"Python",0
"218","cookbook/c13/p12_.py","p12_",78,"Python",0
"219","cookbook/c13/p13_.py","p13_",78,"Python",0
"220","cookbook/c13/p14_.py","p14_",78,"Python",0
"221","cookbook/c13/p15_.py","p15_",78,"Python",0
"222","cookbook/c14/p01_.py","p01_",78,"Python",0
"223","cookbook/c14/p02_.py","p02_",78,"Python",0
"224","cookbook/c14/p03_.py","p03_",78,"Python",0
"225","cookbook/c14/p04_.py","p04_",78,"Python",0
"226","cookbook/c14/p05_.py","p05_",78,"Python",0
"227","cookbook/c14/p06_.py","p06_",78,"Python",0
"228","cookbook/c14/p07_.py","p07_",78,"Python",0
"229","cookbook/c14/p08_.py","p08_",78,"Python",0
"230","cookbook/c14/p09_.py","p09_",78,"Python",0
"231","cookbook/c14/p10_.py","p10_",78,"Python",0
"232","cookbook/c14/p11_.py","p11_",78,"Python",0
"233","cookbook/c14/p12_.py","p12_",78,"Python",0
"234","cookbook/c14/p13_.py","p13_",78,"Python",0
"235","cookbook/c14/p14_.py","p14_",78,"Python",0
"236","cookbook/c15/p01_.py","p01_",78,"Python",0
"237","cookbook/c15/p02_.py","p02_",78,"Python",0
"238","cookbook/c15/p03_.py","p03_",78,"Python",0
"239","cookbook/c15/p04_.py","p04_",78,"Python",0
"240","cookbook/c15/p05_.py","p05_",78,"Python",0
"241","cookbook/c15/p06_.py","p06_",78,"Python",0
"242","cookbook/c15/p07_.py","p07_",78,"Python",0
"243","cookbook/c15/p08_.py","p08_",78,"Python",0
"244","cookbook/c15/p09_.py","p09_",78,"Python",0
"245","cookbook/c15/p10_.py","p10_",78,"Python",0
"246","cookbook/c15/p11_.py","p11_",78,"Python",0
"247","cookbook/c15/p12_.py","p12_",78,"Python",0
"248","cookbook/c15/p13_.py","p13_",78,"Python",0
"249","cookbook/c15/p14_.py","p14_",78,"Python",0
"250","cookbook/c15/p15_.py","p15_",78,"Python",0
"251","cookbook/c15/p16_.py","p16_",78,"Python",0
"252","cookbook/c15/p17_.py","p17_",78,"Python",0
"253","cookbook/c15/p18_.py","p18_",78,"Python",0
"254","cookbook/c15/p19_.py","p19_",78,"Python",0
"255","cookbook/c15/p20_.py","p20_",78,"Python",0
"256","cookbook/c15/p21_.py","p21_",78,"Python",0
"257","cookbook/somefile.txt","somefile",683,"Other",0
"258","exts/chinese_search.py","chinese_search",145,"Python",2
"259","exts/main.dic","main",3058584,"Other",0
"260","exts/smallseg.py","smallseg",5118,"Python",4
"261","exts/suffix.dic","suffix",568,"Other",0
"262","exts/wuxiong.jpg","wuxiong",7958,"Other",0
"263","exts/zh.py","zh",421,"Python",2
"264","make.bat","make",6730,"Other",0
"265","Makefile","Makefile",6988,"Other",0
"266","notebook/fetch_cookbook.py","fetch_cookbook",6505,"Python",6
"267","notebook/ipynb/???:??","???:??",NA,"Other",0
"268","notebook/ipynb/???:??.ipynb","???:??",NA,"Other",0
"269","notebook/ipynb/???:???","???:???",NA,"Other",0
"270","notebook/ipynb/???:???.ipynb","???:???",NA,"Other",0
"271","notebook/ipynb/???:????","???:????",NA,"Other",0
"272","notebook/ipynb/???:????","???:????",NA,"Other",0
"273","notebook/ipynb/???:????.ipynb","???:????",NA,"Other",0
"274","notebook/ipynb/???:????.ipynb","???:????",NA,"Other",0
"275","notebook/ipynb/???:??????","???:??????",NA,"Other",0
"276","notebook/ipynb/???:??????.ipynb","???:??????",NA,"Other",0
"277","notebook/ipynb/???:???????","???:???????",NA,"Other",0
"278","notebook/ipynb/???:???????","???:???????",NA,"Other",0
"279","notebook/ipynb/???:???????","???:???????",NA,"Other",0
"280","notebook/ipynb/???:???????","???:???????",NA,"Other",0
"281","notebook/ipynb/???:???????.ipynb","???:???????",NA,"Other",0
"282","notebook/ipynb/???:???????.ipynb","???:???????",NA,"Other",0
"283","notebook/ipynb/???:???????.ipynb","???:???????",NA,"Other",0
"284","notebook/ipynb/???:???????.ipynb","???:???????",NA,"Other",0
"285","notebook/ipynb/???:???IO","???:???IO",NA,"Other",0
"286","notebook/ipynb/???:???IO.ipynb","???:???IO",NA,"Other",0
"287","notebook/ipynb/????:????","????:????",NA,"Other",0
"288","notebook/ipynb/????:????.ipynb","????:????",NA,"Other",0
"289","notebook/ipynb/????:????????","????:????????",NA,"Other",0
"290","notebook/ipynb/????:????????.ipynb","????:????????",NA,"Other",0
"291","notebook/ipynb/????:?????????","????:?????????",NA,"Other",0
"292","notebook/ipynb/????:?????????.ipynb","????:?????????",NA,"Other",0
"293","notebook/ipynb/????:???Web??","????:???Web??",NA,"Other",0
"294","notebook/ipynb/????:???Web??.ipynb","????:???Web??",NA,"Other",0
"295","notebook/ipynb/????:C????","????:C????",NA,"Other",0
"296","notebook/ipynb/????:C????.ipynb","????:C????",NA,"Other",0
"297","qcode.jpg","qcode",37679,"Other",0
"298","README.md","README",5841,"Other",0
"299","README_en.md","README_en",6610,"Other",0
"300","requirements_.txt","requirements_",254,"Other",0
"301","source/aboutme.rst","aboutme",354,"Other",0
"302","source/c01/p01_unpack_sequence_into_separate_variables.rst","p01_unpack_sequence_into_separate_variables",2079,"Other",0
"303","source/c01/p02_unpack_elements_from_iterables.rst","p02_unpack_elements_from_iterables",4808,"Other",0
"304","source/c01/p03_keep_last_n_items.rst","p03_keep_last_n_items",2816,"Other",0
"305","source/c01/p04_find_largest_or_smallest_n_items.rst","p04_find_largest_or_smallest_n_items",3319,"Other",0
"306","source/c01/p05_implement_a_priority_queue.rst","p05_implement_a_priority_queue",4306,"Other",0
"307","source/c01/p06_map_keys_to_multiple_values_in_dict.rst","p06_map_keys_to_multiple_values_in_dict",2710,"Other",0
"308","source/c01/p07_keep_dict_in_order.rst","p07_keep_dict_in_order",1826,"Other",0
"309","source/c01/p08_calculating_with_dict.rst","p08_calculating_with_dict",3606,"Other",0
"310","source/c01/p09_find_commonalities_in_dicts.rst","p09_find_commonalities_in_dicts",2266,"Other",0
"311","source/c01/p10_remove_duplicates_from_seq_order.rst","p10_remove_duplicates_from_seq_order",2698,"Other",0
"312","source/c01/p11_naming_slice.rst","p11_naming_slice",2511,"Other",0
"313","source/c01/p12_determine_most_freqently_items_in_seq.rst","p12_determine_most_freqently_items_in_seq",2968,"Other",0
"314","source/c01/p13_sort_list_of_dicts_by_key.rst","p13_sort_list_of_dicts_by_key",3809,"Other",0
"315","source/c01/p14_sort_objects_without_compare_support.rst","p14_sort_objects_without_compare_support",2211,"Other",0
"316","source/c01/p15_group_records_based_on_field.rst","p15_group_records_based_on_field",3655,"Other",0
"317","source/c01/p16_filter_sequence_elements.rst","p16_filter_sequence_elements",4318,"Other",0
"318","source/c01/p17_extract_subset_of_dict.rst","p17_extract_subset_of_dict",1747,"Other",0
"319","source/c01/p18_map_names_to_sequence_elements.rst","p18_map_names_to_sequence_elements",4804,"Other",0
"320","source/c01/p19_transform_and_reduce_data_same_time.rst","p19_transform_and_reduce_data_same_time",2868,"Other",0
"321","source/c01/p20_combine_multiple_map_to_single_map.rst","p20_combine_multiple_map_to_single_map",3774,"Other",0
"322","source/c02/p01_split_string_on_multiple_delimiters.rst","p01_split_string_on_multiple_delimiters",2534,"Other",0
"323","source/c02/p02_match_text_at_start_end.rst","p02_match_text_at_start_end",3288,"Other",0
"324","source/c02/p03_match_strings_with_shell_wildcard.rst","p03_match_strings_with_shell_wildcard",2451,"Other",0
"325","source/c02/p04_match_and_search_text.rst","p04_match_and_search_text",5490,"Other",0
"326","source/c02/p05_search_and_replace_text.rst","p05_search_and_replace_text",2932,"Other",0
"327","source/c02/p06_search_replace_case_insensitive.rst","p06_search_replace_case_insensitive",2011,"Other",0
"328","source/c02/p07_specify_regexp_for_shortest_match.rst","p07_specify_regexp_for_shortest_match",2046,"Other",0
"329","source/c02/p08_regexp_for_multiline_partterns.rst","p08_regexp_for_multiline_partterns",1996,"Other",0
"330","source/c02/p09_normalize_unicode_text_to_regexp.rst","p09_normalize_unicode_text_to_regexp",3298,"Other",0
"331","source/c02/p10_work_with_unicode_in_regexp.rst","p10_work_with_unicode_in_regexp",1886,"Other",0
"332","source/c02/p11_strip_unwanted_characters.rst","p11_strip_unwanted_characters",2450,"Other",0
"333","source/c02/p12_sanitizing_clean_up_text.rst","p12_sanitizing_clean_up_text",4898,"Other",0
"334","source/c02/p13_aligning_text_strings.rst","p13_aligning_text_strings",2721,"Other",0
"335","source/c02/p14_combine_and_concatenate_strings.rst","p14_combine_and_concatenate_strings",5400,"Other",0
"336","source/c02/p15_interpolating_variables_in_strings.rst","p15_interpolating_variables_in_strings",4676,"Other",0
"337","source/c02/p16_reformat_text_to_fixed_number_columns.rst","p16_reformat_text_to_fixed_number_columns",2198,"Other",0
"338","source/c02/p17_handle_html_xml_in_text.rst","p17_handle_html_xml_in_text",2785,"Other",0
"339","source/c02/p18_tokenizing_text.rst","p18_tokenizing_text",5008,"Other",0
"340","source/c02/p19_writing_recursive_descent_parser.rst","p19_writing_recursive_descent_parser",14725,"Other",0
"341","source/c02/p20_perform_text_operations_on_byte_string.rst","p20_perform_text_operations_on_byte_string",4806,"Other",0
"342","source/c03/p01_round_number.rst","p01_round_number",2088,"Other",0
"343","source/c03/p02_accurate_decimal_calculations.rst","p02_accurate_decimal_calculations",3947,"Other",0
"344","source/c03/p03_format_numbers_for_output.rst","p03_format_numbers_for_output",2795,"Other",0
"345","source/c03/p04_binary_octal_hexadecimal_int.rst","p04_binary_octal_hexadecimal_int",2448,"Other",0
"346","source/c03/p05_pack_unpack_large_int_from_bytes.rst","p05_pack_unpack_large_int_from_bytes",3287,"Other",0
"347","source/c03/p06_complex_math.rst","p06_complex_math",2633,"Other",0
"348","source/c03/p07_infinity_and_nan.rst","p07_infinity_and_nan",2319,"Other",0
"349","source/c03/p08_calculating_with_fractions.rst","p08_calculating_with_fractions",1366,"Other",0
"350","source/c03/p09_calculating_with_large_num_arrays.rst","p09_calculating_with_large_num_arrays",6114,"Other",0
"351","source/c03/p10_matrix_and_linear_algebra_calculation.rst","p10_matrix_and_linear_algebra_calculation",2188,"Other",0
"352","source/c03/p11_pick_things_at_random.rst","p11_pick_things_at_random",3115,"Other",0
"353","source/c03/p12_convert_days_to_seconds_and_others.rst","p12_convert_days_to_seconds_and_others",2997,"Other",0
"354","source/c03/p13_determine_last_friday_date.rst","p13_determine_last_friday_date",2907,"Other",0
"355","source/c03/p14_date_range_for_current_month.rst","p14_date_range_for_current_month",3778,"Other",0
"356","source/c03/p15_convert_strings_into_datetimes.rst","p15_convert_strings_into_datetimes",2181,"Other",0
"357","source/c03/p16_manipulate_dates_involving_timezone.rst","p16_manipulate_dates_involving_timezone",3930,"Other",0
"358","source/c04/p01_manually_consuming_iterator.rst","p01_manually_consuming_iterator",2055,"Other",0
"359","source/c04/p02_delegating_iteration.rst","p02_delegating_iteration",1741,"Other",0
"360","source/c04/p03_create_new_iteration_with_generators.rst","p03_create_new_iteration_with_generators",2321,"Other",0
"361","source/c04/p04_implement_iterator_protocol.rst","p04_implement_iterator_protocol",3984,"Other",0
"362","source/c04/p05_iterating_in_reverse.rst","p05_iterating_in_reverse",1750,"Other",0
"363","source/c04/p06_define_generator_func_with_extra_state.rst","p06_define_generator_func_with_extra_state",2581,"Other",0
"364","source/c04/p07_taking_slice_of_iterator.rst","p07_taking_slice_of_iterator",1566,"Other",0
"365","source/c04/p08_skip_first_part_of_iterable.rst","p08_skip_first_part_of_iterable",3747,"Other",0
"366","source/c04/p09_iterate_over_combination_or_permutation.rst","p09_iterate_over_combination_or_permutation",2881,"Other",0
"367","source/c04/p10_iterate_over_index_value_pairs_of_sequence.rst","p10_iterate_over_index_value_pairs_of_sequence",3361,"Other",0
"368","source/c04/p11_iterate_over_multiple_sequences_simultaneously.rst","p11_iterate_over_multiple_sequences_simultaneously",2748,"Other",0
"369","source/c04/p12_iterate_on_items_in_separate_containers.rst","p12_iterate_on_items_in_separate_containers",2130,"Other",0
